	slide1	slide2	slide3	slide4	slide5	slide6	slide7	slide8	slide9	slide10
GENE10349	8,651447	8,126857	8,355688	8,126857	8,054943	8,258758	8,204813	8,007782	8,431325	8,143764
GENE10350	9,456538	9,592382	9,484448	9,968192	8,841265	9,881701	9,459495	10,077368	9,861841	9,529637
GENE10351	4,653242	4,266113	4,046263	4,559121	3,787127	5,506017	4,529844	4,352869	4,04448	4,287437
GENE10352	3,177227	3,204017	3,323843	3,414041	3,067484	3,13638	3,127614	3,607309	3,099183	3,104049
GENE10353	8,31294	8,169339	8,144026	8,294007	7,821965	8,538452	8,125567	8,290898	8,251363	8,240183
GENE10354	10,993158	11,565542	10,645242	11,358529	10,948906	11,269273	11,247126	11,434416	10,920678	11,203365
GENE10355	9,410805	9,307866	8,903841	9,410456	9,22217	9,33453	9,412066	9,363926	9,199659	9,452817
GENE10356	8,157981	8,283138	8,258526	8,445526	7,956168	8,279628	8,132146	8,509565	8,220596	8,427694
GENE10357	5,510424	5,619598	5,795868	5,778657	5,413081	5,539239	5,48428	6,23282	6,146435	5,721325
GENE10358	8,371945	8,538523	8,530084	8,651904	7,90328	8,802278	8,337611	8,63387	8,581297	8,485841
GENE10359	9,494893	9,001589	9,736977	9,38303	9,048927	9,139145	9,309482	9,236207	9,637918	9,201349
GENE10360	5,818685	6,121974	6,431875	6,664447	6,663611	6,584091	6,182691	6,32953	6,075161	6,345776
GENE10361	7,907159	8,032516	8,41078	8,29837	7,561001	7,98951	7,997938	8,022877	8,140157	8,120587
GENE10362	9,91724	9,707371	9,992777	9,702548	9,250338	9,585015	9,884477	9,72314	9,904495	9,679178
GENE10363	9,555011	9,345995	9,528855	9,410107	8,656201	9,420462	9,470125	9,581626	9,72313	9,330846
GENE10364	9,172218	9,713899	9,091369	9,533597	9,264976	9,546554	9,483383	9,782388	8,959821	9,4663
GENE10365	7,040394	6,716133	7,287774	6,497478	6,887139	6,924206	6,769815	6,650285	7,092903	6,443441
GENE10366	7,83948	8,200837	8,122144	7,946761	7,476063	8,089729	7,881236	8,336333	8,019243	8,077016
GENE10367	7,857165	7,829725	8,116423	7,817576	7,837131	8,056934	7,661975	7,920965	7,925945	8,109158
GENE10368	5,946399	7,118646	5,853278	6,98247	5,575787	5,842013	6,407644	6,634905	6,281471	6,427114
GENE10369	9,069416	9,798067	9,665218	9,975472	9,582562	9,98448	9,825494	9,83409	10,175451	9,990367
GENE10370	7,678166	7,33126	8,20212	7,756638	7,662262	8,07227	7,710331	7,928877	7,468725	7,995451
GENE10371	6,860609	7,332844	7,10726	7,49758	7,050748	7,501529	7,223624	7,773336	7,166943	7,299595
GENE10372	9,635395	9,076243	9,798163	9,293496	9,280564	9,215044	9,417379	9,295448	9,535676	9,327024
GENE10373	9,279059	9,212657	8,81063	9,56408	9,061521	9,190487	9,188084	9,366877	9,225788	9,120048
GENE10374	9,806974	10,109205	9,419578	9,896935	9,63085	9,931003	9,782268	9,953694	9,673251	9,766133
GENE10375	6,644961	7,393982	7,161408	7,347413	7,024444	7,342852	6,993959	7,453791	7,327667	7,418845
GENE10376	10,613397	9,967717	10,215139	10,201536	10,074188	10,178473	10,213534	10,026747	10,521643	10,184315
GENE10377	7,367745	6,90315	7,763729	7,303683	7,423792	7,027353	7,644552	7,146952	7,425364	7,137887
GENE10378	9,431303	8,645529	9,729377	9,256197	8,550135	9,232489	9,305706	9,050223	9,388267	9,241372
GENE10379	8,441036	8,452835	8,492665	8,777014	8,75192	8,636454	8,465034	8,030505	8,479407	8,646122
GENE10380	9,717268	10,683761	10,456556	9,747595	10,04519	9,792588	9,889317	10,357709	9,428529	9,833503
GENE10381	5,881016	5,901712	5,883522	5,824797	5,790359	6,093079	5,685041	5,831971	5,647819	6,063865
GENE10382	9,43719	8,995594	9,686888	9,103144	9,272439	9,252324	9,21586	9,239771	9,576983	9,24738
GENE10383	8,099019	7,91716	8,367185	8,585535	8,865861	8,773705	8,487478	8,159968	8,202648	8,63238
GENE10384	8,080647	8,400717	8,24632	8,543613	8,530198	8,447517	8,250268	8,286229	8,146417	8,214741
GENE10385	7,213409	6,561287	7,242432	7,180679	6,874551	7,181395	7,009709	6,779226	7,326278	7,202886
GENE10386	9,664741	9,221224	9,187414	9,263124	9,380699	9,454787	9,638953	8,947425	9,248254	9,053482
GENE10387	8,651353	8,952241	8,735018	8,98065	8,477687	9,058642	8,416784	9,213791	8,459353	8,983489
GENE10388	7,788889	7,625051	8,272466	7,777707	7,798683	7,968765	7,678954	8,136528	8,040323	8,106349
GENE10389	10,542918	10,59286	11,223649	10,589639	10,200251	10,55679	10,718433	10,534661	11,150025	10,458079
GENE10390	9,638706	9,625625	9,491285	9,540677	9,109497	9,835107	9,965474	9,846356	9,616877	9,627897
GENE10391	8,884818	8,40521	9,568977	8,645563	8,910474	8,662208	8,809001	8,390521	8,897033	8,776125
GENE10392	8,993299	8,446723	8,69193	8,461077	8,108197	8,385737	8,817079	7,967448	8,837602	8,317954
GENE10393	9,146862	9,772811	9,30928	9,69859	10,323113	8,787746	9,572762	8,463999	10,826359	8,937476
GENE10394	7,813089	8,07059	7,84928	7,852417	7,604473	7,822352	8,162343	8,370609	7,700528	7,921743
GENE10395	8,179448	7,973302	8,263846	8,30907	7,734063	8,31345	8,128893	8,211245	8,289605	8,15039
GENE10396	6,24484	6,716105	6,450023	6,412072	6,553937	6,292733	6,42613	6,875821	6,267393	6,671875
GENE10397	9,079596	9,456761	8,352623	9,065113	8,40132	9,257365	9,002925	9,673552	8,679046	8,894022
GENE10398	9,753387	9,807727	9,694218	9,814485	9,78153	10,081211	10,043093	9,840991	9,718627	10,007863
GENE10399	6,544384	7,019733	6,466981	6,422858	6,010157	6,5858	7,041848	7,081222	6,148976	7,001177
GENE10400	7,60242	7,385326	7,719885	7,600935	7,293386	7,688934	7,722578	7,665273	7,606787	7,475822
GENE10401	8,56353	8,407639	8,446965	8,358662	7,633166	8,317582	8,442349	8,213179	8,408305	8,265621
GENE10402	8,064955	9,222885	8,775823	8,585868	8,746624	8,469876	7,643804	8,74721	8,093617	8,440528
GENE10403	6,925963	6,508815	7,47313	7,091587	6,647901	6,828295	6,805666	6,724197	7,153483	7,125906
GENE10404	9,591784	9,471438	9,411826	9,355264	9,124408	9,318391	9,482117	9,40756	9,413907	9,036191
GENE10405	6,235486	6,182049	5,986165	6,182511	6,186611	6,148905	6,118192	6,124522	5,985014	6,207173
GENE10406	11,601673	11,071154	11,493306	11,044947	11,06795	10,890065	11,472764	10,892473	11,764102	11,291147
GENE10407	9,876178	10,046493	9,941266	9,719026	9,644813	9,684428	9,636662	9,911954	9,995107	9,971153
GENE10408	6,914554	6,704003	7,98509	7,404422	6,568992	7,183675	7,187071	7,511822	7,543066	6,881004
GENE10409	8,729329	8,355408	9,216701	8,729011	8,2367	8,460404	8,813216	8,109257	8,819905	8,681939
GENE10410	11,601735	11,689484	11,468365	11,83647	11,085896	11,598335	11,553978	11,65361	11,917849	11,724292
GENE10411	9,523648	9,906461	9,27359	9,534109	9,592914	9,495931	9,563569	9,994071	9,302241	9,63016
GENE10412	8,682626	8,405722	8,532201	8,465367	8,13918	8,595646	8,31356	8,670051	8,423351	8,524412
GENE10413	7,010854	7,48921	7,248341	7,28775	6,754233	7,204887	7,044305	7,733792	7,195894	7,062181
GENE10414	10,155811	10,028348	10,405334	10,110458	10,17692	9,943909	10,173821	9,639201	10,494305	10,023743
GENE10415	7,147077	7,110461	7,138325	7,297028	7,272246	7,208519	7,387848	7,222656	6,972105	7,359639
GENE10416	6,458905	8,718997	6,946113	5,114282	5,339963	8,583304	5,80267	8,256189	6,160702	8,576841
GENE10417	7,140495	6,745141	7,236828	7,007171	7,219499	6,911907	7,1121	7,26613	7,116477	6,922009
GENE10418	7,757806	6,659641	7,691464	6,779469	7,096283	6,653928	7,385387	6,765453	7,640027	7,062181
GENE10419	6,440012	6,113487	7,007573	6,517865	6,592404	6,33386	6,461456	6,403224	6,687106	6,398748
GENE10420	5,565188	6,009261	6,427149	6,331536	6,116024	6,532723	6,009847	6,355349	6,171622	6,342457
GENE10421	8,603399	7,726993	8,824043	7,864807	8,070375	8,262053	8,494197	7,752949	8,494197	8,137783
GENE10422	8,915938	8,762673	9,03839	8,714599	8,681721	8,742941	8,942786	8,774083	9,069308	8,842469
GENE10423	9,303665	8,901817	9,100793	9,206707	8,622662	9,094766	8,78344	9,233921	9,020251	9,238944
GENE10424	7,866817	10,069021	8,261272	10,03636	9,150617	9,431457	9,321238	10,559753	8,800837	9,715721
GENE10425	6,24481	5,373836	5,814292	6,140278	5,608132	6,176655	5,808904	5,763077	5,462353	5,911731
GENE10426	7,627442	7,441646	7,640381	7,925383	6,513176	7,781926	7,434829	7,876628	8,338624	7,535992
GENE10427	7,63622	7,093153	7,960107	7,45405	6,954243	7,448798	7,395212	6,659939	7,784372	7,342121
GENE10428	6,905254	6,897175	8,572653	7,491366	7,018372	6,891452	7,162579	6,311807	8,696055	6,851121
GENE10429	8,853777	8,204279	8,367676	8,410744	7,491909	8,499702	8,450921	7,982748	8,578133	8,159075
GENE10430	6,190855	9,170497	6,923089	8,699817	7,660045	8,450093	8,278045	9,733279	6,841927	8,391646
GENE10431	7,33778	7,762764	6,910126	7,683001	8,07059	7,15554	7,271206	8,559329	7,38834	8,402724
GENE10432	6,553237	7,099301	6,607999	6,983814	6,382375	7,076819	6,439171	7,234387	6,394008	7,041656
GENE10433	5,457222	5,637663	5,511852	5,883637	5,277287	5,900183	5,250032	5,771769	5,457096	6,096038
GENE10434	9,287472	9,242153	9,968823	9,393657	9,034985	9,38609	9,494101	9,377501	9,729973	9,497231
GENE10435	9,287345	8,984986	8,675639	8,627037	9,238435	9,265368	9,109028	8,816568	9,009142	9,045704
GENE10436	9,554825	9,431638	9,291658	9,354541	9,240682	9,406026	9,475333	9,482594	9,449077	9,339076
GENE10437	9,561934	8,71849	9,364807	9,092772	9,532263	9,309867	9,442124	9,096716	9,546454	9,101536
GENE10438	10,051144	10,429936	10,033017	10,473411	10,248921	10,392816	10,492855	10,488143	10,654103	10,521233
GENE10439	9,138164	9,044163	9,692146	9,271079	8,36867	8,995784	8,685072	8,929242	9,604073	8,830417
GENE10440	6,238626	6,395335	6,406753	6,110732	7,250749	6,326591	6,00001	5,871134	7,112883	7,131884
GENE10441	8,052577	8,19546	8,658307	8,295018	8,063597	8,052118	8,411157	8,216239	8,456685	7,98862
GENE10442	8,003184	9,142073	8,354908	8,574069	8,625769	8,535124	8,57448	8,961847	8,18266	8,640077
GENE10443	11,931975	11,534526	11,535813	11,704184	11,446659	11,900071	11,583066	11,82818	11,393412	11,888424
GENE10444	6,395853	5,631119	6,473769	5,905445	5,719721	5,873879	5,98023	5,798471	5,74167	5,967186
GENE10445	8,000243	7,988191	8,192208	8,111331	7,347859	8,100272	8,026218	8,431421	7,745984	8,048747
GENE10446	3,840454	4,088237	5,11606	4,108695	3,989037	4,12358	4,052796	4,162134	3,895917	3,854548
GENE10447	8,595584	8,28198	8,565105	8,598119	8,942242	8,792779	8,694466	8,41314	8,339133	8,73421
GENE10448	9,999101	9,330357	10,348007	9,571086	9,344904	9,197312	9,794003	9,633816	10,385364	9,481016
GENE10449	6,544384	6,7477	6,601876	6,711389	6,260034	6,683486	6,406265	6,901824	6,723696	6,718399
GENE10450	3,298384	3,442067	3,334895	3,395755	3,283012	3,076426	3,323251	3,181592	3,485928	3,370736
GENE10451	8,133078	7,374338	8,190001	8,008694	7,910645	7,832752	7,881559	7,416355	7,933322	7,972908
GENE10452	8,514425	8,7396	8,209854	8,609518	8,108197	8,256781	8,620571	9,099471	8,258432	8,464412
GENE10453	6,270802	6,207538	6,362416	6,183792	6,20689	6,24484	6,20354	6,003737	6,233385	6,245806
GENE10454	9,706561	9,155925	9,750435	9,160453	9,561542	9,38679	9,217264	9,008047	9,663144	9,49373
GENE10455	8,587647	8,634142	8,978069	8,79344	8,481575	8,638571	8,642981	8,579032	8,758737	8,424275
GENE10456	6,533296	6,051898	5,816155	7,186238	7,438556	6,249063	6,058595	6,091824	5,957796	5,548988
GENE10457	7,744534	7,03933	6,512494	8,696652	8,369917	7,094149	6,78251	7,433377	7,2096	6,88692
GENE10458	8,462921	8,431789	8,656318	8,708868	8,166903	8,772222	8,568654	8,78603	8,694896	8,652876
GENE10459	8,091457	8,334977	8,01846	8,330637	7,696952	8,214023	8,438578	8,4201	8,303952	8,214023
GENE10460	10,623669	9,972867	10,466848	10,061293	9,870465	9,907176	10,23828	9,87618	10,495761	10,133925
GENE10461	9,468653	9,592714	9,586506	9,607268	9,28659	9,60523	9,756958	9,7282	9,747916	9,670269
GENE10462	7,618859	7,49033	7,443472	7,524969	7,070791	7,36927	7,246384	7,434715	7,528588	7,661332
GENE10463	8,176609	8,411003	7,630763	8,266434	7,832391	8,113947	7,87045	8,692209	7,90515	8,155008
GENE10464	9,121602	9,418839	9,056511	9,280939	9,070872	9,308536	9,207246	9,335005	9,401739	9,253674
GENE10465	7,649554	5,528017	6,454288	6,458406	7,439102	5,930971	6,374386	6,320649	7,427586	7,633096
GENE10466	7,162265	7,572416	7,654135	7,604981	7,138663	7,712767	7,255427	7,939546	7,538819	7,694472
GENE10467	6,769381	6,794903	6,678223	6,94345	6,983421	6,948191	6,714795	6,925311	6,32199	6,820427
GENE10468	6,374134	6,077354	6,845894	6,373044	6,337302	6,445648	5,463572	6,208083	6,291225	6,600183
GENE10469	5,406478	5,323288	5,632916	5,542958	5,105251	5,57176	5,436239	5,82563	5,681077	5,541572
GENE10470	8,224692	8,560608	8,287671	8,234175	7,730894	8,226262	8,149464	8,339734	8,393586	8,292331
GENE10471	4,182267	4,661785	5,381317	5,126134	4,272643	4,855408	5,003327	5,433387	4,68172	5,623892
GENE10472	10,349041	9,998643	10,82424	10,566777	9,931975	10,436747	10,081209	10,260741	10,624912	10,487798
GENE10473	4,682402	5,086439	4,754829	4,791844	4,83538	4,849784	4,760315	4,934499	4,554124	4,917958
GENE10474	9,394357	9,86398	9,291948	9,427484	9,096771	9,5821	9,385512	9,85458	9,165941	9,47551
GENE10475	5,365116	5,308449	5,400754	5,213918	5,077291	5,29149	5,181509	5,403805	5,208047	5,079123
GENE10476	7,546176	7,884997	7,645384	7,461948	6,976844	7,605027	7,564816	7,681799	7,514502	7,689041
GENE10477	7,948772	8,075151	8,571569	8,338905	7,912814	8,279792	8,244513	8,607806	8,402417	8,304258
GENE10478	9,454626	9,40756	9,283743	9,260643	8,823125	9,061644	9,278417	9,242934	9,648419	9,192524
GENE10479	3,424113	3,796816	3,661196	3,593867	3,852911	3,798745	3,617214	3,806636	3,67094	4,022778
GENE10480	5,941088	5,963359	6,509972	6,280539	5,328425	6,03724	6,120845	6,366462	6,626539	6,066314
GENE10481	7,211766	7,76676	7,494443	7,758663	7,68043	7,608246	7,464508	7,902967	7,470823	7,698233
GENE10482	8,265236	6,495298	7,935481	7,160974	7,281304	8,092186	7,611301	6,961704	7,360896	7,261041
GENE10483	6,762712	5,241284	6,505435	5,710578	5,064509	5,63215	5,820269	5,301132	5,001399	5,619452
GENE10484	6,034353	7,208242	7,988671	7,82996	7,476437	8,402161	7,119492	8,717553	6,708454	8,003229
GENE10485	9,038414	8,916987	9,041083	8,978617	9,340015	9,117596	8,772328	8,913952	8,996888	9,272251
GENE10486	6,175662	6,510883	6,086143	6,188395	6,464953	6,110714	6,474011	6,279218	6,157807	6,3238
GENE10487	6,560202	4,768493	6,565292	6,647191	6,479148	5,403594	6,27657	5,909866	6,739679	6,452421
GENE10488	6,897897	6,506854	6,89529	6,873189	6,66644	6,92671	7,239568	6,312482	7,051906	6,769544
GENE10489	8,610111	8,528542	9,497665	8,964755	8,428098	8,828449	8,752569	8,652615	9,302555	9,183864
GENE10490	4,233397	4,151535	4,303555	4,453987	4,063724	5,313831	4,633988	4,254532	4,254532	5,411626
GENE10491	9,577987	9,709415	9,461947	9,461761	9,474674	9,592223	9,492226	9,808099	9,680996	9,715855
GENE10492	7,484214	7,3013	7,619372	7,148519	6,934634	7,182593	7,243509	7,212376	7,425632	7,219353
GENE10493	8,660282	8,807595	8,845707	9,148796	8,968593	9,277127	8,852124	8,964738	8,895211	9,268817
GENE10494	8,98549	8,292437	8,483637	8,242884	8,765001	8,102021	8,368743	7,723726	9,405069	8,578556
GENE10495	6,423819	8,774158	6,664447	7,892307	8,076353	7,944918	8,083813	8,947082	6,589944	7,962094
GENE10496	7,094152	7,003818	7,324712	6,810509	7,023257	6,863565	7,084941	7,172585	7,01847	7,043242
GENE10497	6,006885	6,403337	6,404715	6,549819	6,653202	6,338688	6,415742	6,328155	6,221883	6,520916
GENE10498	11,133504	10,917591	10,991052	10,799555	10,447535	10,818784	11,035581	10,771965	11,208379	10,92897
GENE10499	5,529723	5,139267	5,691507	5,88052	5,169313	5,531319	5,51335	5,396129	5,757366	5,381112
GENE10500	6,939799	8,788025	7,358901	8,402139	7,91704	8,452938	8,182334	9,442192	7,270923	8,307876
GENE10501	8,568072	8,823012	8,714964	8,797799	8,568735	8,796703	8,765376	8,803672	8,645422	8,784321
GENE10502	9,884538	9,414869	10,257485	9,611156	9,176896	9,740554	9,664163	9,671727	9,979159	9,865707
GENE10503	6,93461	7,165992	6,959148	6,870141	6,622719	6,905727	6,967988	7,008882	7,217311	7,263557
GENE10504	7,171034	7,065774	6,764191	7,036984	6,979005	7,048137	7,224318	7,116783	7,255841	6,879946
GENE10505	8,136145	8,555376	8,576157	8,639235	7,553611	8,54232	8,424715	8,78916	8,772153	8,556452
GENE10506	8,108589	8,731883	8,210123	8,317681	8,196939	8,49939	8,476791	8,661514	8,313848	8,457123
GENE10507	11,704114	7,716444	11,45931	11,765951	11,141811	11,410896	11,034487	10,871365	11,219876	11,950732
GENE10508	7,719877	8,50696	8,375487	8,227739	7,996826	8,44667	8,286645	8,665132	7,978667	8,34822
GENE10509	8,123629	7,353977	7,899331	7,406532	7,70745	7,374022	7,73197	7,069662	7,850736	7,558511
GENE10510	6,953047	7,528863	6,971685	7,300283	6,575245	7,318296	7,21456	7,661929	7,166364	7,389286
GENE10511	9,688752	9,2848	10,821884	9,272695	9,425126	9,313808	9,683888	9,482812	10,158388	9,501039
GENE10512	7,60242	8,078931	7,844498	7,739956	7,652038	8,004712	7,739696	7,849219	7,588557	8,155382
GENE10513	6,369673	6,810343	6,611404	6,647737	5,803348	6,6241	6,440667	6,653651	6,68602	6,08001
GENE10514	7,908665	7,400256	7,187078	7,639187	7,58485	7,289976	7,302981	7,044804	7,644068	7,222848
GENE10515	4,336906	4,125209	5,019357	4,457142	3,982158	4,541763	4,239287	4,360301	4,54274	4,720341
GENE10516	7,89366	7,23787	8,768801	8,038177	7,196185	7,669753	7,791266	7,872618	8,24567	7,538674
GENE10517	10,1811	10,148397	10,816046	10,499197	10,108986	10,479753	10,182271	9,897668	11,024849	10,883604
GENE10518	9,177484	8,762235	8,726814	8,46806	8,452829	8,755429	8,958454	8,660586	8,91629	8,74419
GENE10519	6,968108	7,133783	7,75045	6,962751	6,236641	6,880153	6,926444	6,9772	7,054052	6,659804
GENE10520	5,025316	6,019657	5,441905	5,927847	6,122389	5,770958	5,795308	5,923455	5,657902	5,725444
GENE10521	8,668244	8,417393	8,953408	8,598735	8,091477	8,531263	8,609965	8,860831	9,012406	8,778949
GENE10522	6,7613	6,865558	6,660754	6,877742	6,79024	6,995908	6,624732	7,034133	6,518323	6,790999
GENE10523	9,667039	8,880791	9,118109	9,510681	9,251607	9,449066	9,198959	9,068889	9,56594	9,593477
GENE10524	7,827356	7,910766	8,318601	7,813478	6,866386	8,080154	7,634281	8,15183	7,653312	7,922514
GENE10525	5,717786	6,705108	6,201544	6,190567	6,342376	6,284729	6,087322	6,14772	6,076427	6,157563
GENE10526	4,677973	4,465182	4,962657	4,636695	5,088148	4,588853	4,761421	4,566394	4,731389	4,417409
GENE10527	6,210185	6,19976	6,424795	6,242469	6,241837	6,541787	6,207665	6,483809	6,511772	6,246804
GENE10528	12,461189	12,00065	11,496859	11,929088	11,40937	12,072853	11,84532	12,038578	11,935474	11,933075
GENE10529	5,65695	8,843308	6,291154	8,022558	7,794953	7,903572	7,80853	8,856794	6,301974	7,520722
GENE10530	6,343628	6,77922	6,828014	6,54678	6,158612	6,705058	6,746149	6,705305	6,71824	6,62113
GENE10531	10,776478	10,957587	10,740695	10,679206	10,495452	10,724387	10,942511	10,824661	10,782665	10,759254
GENE10532	7,318863	7,378769	7,930511	7,838386	7,272746	7,473489	7,34745	7,561967	7,813566	7,55883
GENE10533	3,587977	3,387924	3,750206	3,585364	3,374202	3,663412	3,512955	3,653521	3,628883	3,652284
GENE10534	12,045972	12,205667	12,604393	12,469646	12,407221	12,091518	12,437165	12,018097	13,647263	12,009694
GENE10535	6,831851	8,032674	6,615534	7,419012	7,203563	7,661332	7,35631	8,17872	6,790599	7,499784
GENE10536	9,341469	8,866241	9,463927	9,120594	8,999969	9,083906	9,104697	9,124403	9,467886	9,018632
GENE10537	6,326109	6,454821	6,109831	6,399185	6,175327	6,221004	6,194865	6,618935	6,299732	6,318363
GENE10538	5,225934	5,993749	5,465941	5,601373	6,210185	5,727109	5,915592	5,697019	5,401653	5,565921
GENE10539	10,127329	9,36877	10,304922	9,917403	10,016305	9,626656	9,776349	9,568617	10,283129	9,73664
GENE10540	5,533966	5,593596	6,440774	5,533707	5,737303	5,318902	5,445073	5,642606	5,836441	5,604396
GENE10541	6,267848	7,927988	6,74615	7,312809	7,23938	7,528434	7,182945	8,934888	6,659752	7,225522
GENE10542	3,231046	3,286899	3,323843	3,420281	3,563157	3,463413	3,488885	3,600753	3,420295	3,449023
GENE10543	8,698431	7,747604	7,298635	7,637007	8,68958	7,530558	8,196564	6,817197	9,91691	8,856281
GENE10544	3,625515	3,475103	3,267479	3,282701	3,398928	3,340177	3,336223	3,220023	3,383133	3,553607
GENE10545	6,924972	7,511721	6,415175	7,099479	7,277889	7,011752	7,338995	7,154547	7,051344	7,222136
GENE10546	7,68073	7,067872	7,502928	7,378675	6,949818	7,459247	7,178435	7,638866	7,492961	7,502816
GENE10547	4,875361	4,658537	4,650454	4,571317	4,295695	4,835469	4,553302	5,055607	4,683928	4,720401
GENE10548	5,482093	5,688857	5,9051	5,908574	5,606817	5,755945	5,847142	6,404728	6,141482	5,894627
GENE10549	9,054244	8,834879	8,914503	8,755033	8,55509	8,452977	8,835298	8,768816	8,83529	8,834473
GENE10550	6,98672	6,503626	6,550469	6,786435	6,521918	6,643258	6,667161	6,385829	6,851259	6,661958
GENE10551	7,551804	7,598264	7,301367	7,78907	7,484336	7,667732	7,755143	7,91505	7,490179	8,1502
GENE10552	9,027519	8,522635	8,725895	8,724624	8,293446	8,919506	8,735993	8,631482	8,98566	8,562584
GENE10553	5,441918	5,283382	5,295701	5,754	5,270325	5,488456	5,429255	5,372932	5,595863	5,534972
GENE10554	6,758424	7,36747	6,991736	6,99138	7,283036	7,262643	6,942733	7,219098	6,329979	6,8897
GENE10555	6,409816	6,653518	6,383318	6,537915	6,344395	6,719434	6,591696	6,541289	6,506911	6,687404
GENE10556	3,90427	3,674484	3,745985	3,745291	3,588045	3,825665	3,809158	3,933798	3,635432	3,745291
GENE10557	4,686634	4,270068	5,043241	4,876928	3,952886	4,174336	4,628794	5,078691	5,357947	4,941392
GENE10558	8,758761	8,742726	9,107365	8,752614	8,581526	9,012951	8,890036	8,570106	8,877139	8,633285
GENE10559	6,563458	6,57536	7,082548	6,67526	6,00947	6,741823	6,680078	6,898911	6,465202	6,604712
GENE10560	6,203988	5,970704	6,590183	5,951161	6,104987	5,891332	5,856012	5,7265	6,277602	6,393209
GENE10561	5,383473	5,677797	5,250313	5,541194	5,761453	5,531866	5,307627	5,556929	5,311027	5,559813
GENE10562	8,628938	8,623033	8,350666	8,937519	7,88514	8,710531	8,980433	8,695928	8,759302	8,561018
GENE10563	4,67753	4,28189	4,645848	4,663146	4,809912	4,768034	4,582996	4,579597	4,716692	4,882781
GENE10564	6,804559	7,427648	7,197131	7,07621	6,288039	7,37174	7,282509	7,288444	7,390984	7,270689
GENE10565	7,56958	7,270676	7,98305	7,499849	7,252746	7,533461	7,28298	7,344058	7,726113	7,395137
GENE10566	7,861025	8,122484	7,373472	7,836641	7,813481	7,755118	8,112767	8,38084	7,88146	7,879496
GENE10567	4,692265	4,803415	4,737679	4,76739	4,873309	4,713524	4,703977	5,118326	4,902507	4,701976
GENE10568	7,254811	6,565762	8,567339	7,07729	6,476387	7,209042	6,912403	6,988669	7,242298	6,783805
GENE10569	8,736405	8,986347	8,807656	9,196817	8,303495	8,998589	9,269446	9,129122	9,06972	8,687851
GENE10570	7,007925	6,503527	6,822687	6,371802	6,187634	6,616732	6,445069	6,687383	7,057111	6,818176
GENE10571	6,185467	6,806549	5,89739	6,508761	6,195799	6,399114	6,115117	6,531863	6,02151	6,216436
GENE10572	9,181704	9,404525	7,432429	8,691707	8,23818	8,737309	8,552073	9,279861	8,143959	9,223348
GENE10573	6,521011	7,827899	8,160585	6,983421	7,607554	7,090064	7,484118	7,775291	7,051344	7,269636
GENE10574	6,837642	7,108736	6,682725	6,913039	6,949972	7,038449	6,777825	6,788131	6,612066	6,746937
GENE10575	4,721259	4,441913	4,412389	4,419803	4,445901	4,405099	4,401	4,578904	4,486119	4,546143
GENE10576	3,430075	3,966443	3,760334	3,598148	3,987497	3,691781	3,874791	3,900343	3,57329	3,716787
GENE10577	4,486577	3,966214	4,028044	4,007171	4,035288	3,906938	3,802252	3,547338	4,03609	3,857686
GENE10578	5,594512	5,652507	5,479723	5,508184	5,601813	5,418543	5,215705	5,282769	5,193703	5,588789
GENE10579	4,982114	6,914534	5,773804	6,094613	5,589887	6,092901	5,63584	6,717727	5,462842	5,84231
GENE10580	7,895651	7,660932	7,857009	7,993073	7,615958	7,948966	7,884227	8,188271	8,365211	8,022117
GENE10581	7,158928	8,431517	6,952206	7,794632	6,748418	8,283561	7,265297	8,549996	7,683817	7,957878
GENE10582	5,730312	5,811565	5,853821	5,517337	5,902329	5,821099	5,480891	5,608627	6,376905	6,291813
GENE10583	8,183758	6,9346	7,606154	7,040125	7,698479	7,081019	7,597011	6,594952	7,656508	6,873043
GENE10584	10,44406	11,401928	10,126284	10,820743	10,495789	10,906128	10,570938	10,675821	10,247853	10,725243
GENE10585	8,176609	7,44297	8,730912	7,692459	7,126886	7,946665	8,298579	7,938516	8,502853	7,661552
GENE10586	8,242018	8,40605	8,276255	7,984098	7,704096	7,963691	8,133078	8,175458	8,181822	7,8111
GENE10587	6,984567	7,281008	8,299154	6,797116	7,162265	6,748695	7,539871	7,232509	8,078852	6,903731
GENE10588	3,905179	3,758484	12,079296	4,000717	4,468364	4,18291	3,995942	5,877779	4,120003	4,083003
GENE10589	8,294793	7,30566	7,566743	7,458059	7,284652	7,271875	7,693128	7,58089	8,070314	7,725533
GENE10590	4,559172	4,524517	4,587102	4,524457	4,566497	4,483007	4,396031	4,616364	4,583383	4,629708
GENE10591	7,222333	6,86798	7,983824	6,675676	6,411676	6,711819	7,192291	6,907877	7,456843	6,964832
GENE10592	4,505664	4,549333	4,528354	4,388222	4,57421	4,750325	4,438509	4,551851	4,529613	4,319122
GENE10593	6,933304	6,05417	6,285875	6,218331	6,338736	6,27017	6,187962	6,168566	6,2424	6,158204
GENE10594	4,310279	4,781799	4,394903	4,73053	4,448485	4,620217	4,468903	5,003378	4,620228	4,517143
GENE10595	7,71998	10,560757	8,197544	9,439758	8,247367	9,424695	9,521422	10,433745	8,971119	9,186081
GENE10596	9,218048	12,379163	8,570123	11,684217	11,173541	11,304626	11,483114	12,431904	9,815303	11,549885
GENE10597	7,416503	7,4848	7,43746	7,543178	7,278499	7,343385	7,294965	7,326538	7,501807	7,524033
