	slide1	slide2	slide3	slide4	slide5	slide6	slide7	slide8	slide9	slide10
GENE4956	4,594303	5,229781	4,462029	4,74642	5,015215	4,778503	4,64286	5,081862	4,532579	4,765585
GENE4957	4,629776	4,543605	4,485092	4,459592	5,250877	4,594266	4,266997	4,417132	4,82133	4,437636
GENE4958	5,92875	6,183149	5,859911	5,826869	5,948106	6,018339	5,92875	6,412793	5,64075	6,055518
GENE4959	4,705007	5,042954	5,145322	4,978432	5,116208	5,095774	4,709589	5,113954	4,907931	4,99707
GENE4960	3,374061	3,298615	3,236264	3,394573	3,431413	3,32282	3,474559	3,489779	3,580197	3,476971
GENE4961	4,043835	3,352824	3,223795	2,994154	3,27902	3,271481	3,262896	3,269334	3,185022	3,262199
GENE4962	3,772535	4,194442	4,228465	4,091625	4,054199	4,052443	4,276918	4,18476	4,354993	4,043514
GENE4963	5,838426	5,636192	5,655635	5,922722	6,144022	5,893504	6,076377	5,191535	6,127675	5,950821
GENE4964	5,441698	5,861381	5,839323	5,660468	5,851793	5,746875	5,833177	5,7265	5,756698	5,705075
GENE4965	5,619928	5,715614	5,791711	5,715704	5,807064	5,681346	5,565368	5,349971	5,638534	5,693017
GENE4966	6,865205	4,816784	4,700469	6,256191	5,722895	5,425749	5,707709	4,310175	6,531899	7,162179
GENE4967	3,929751	4,714054	4,71728	4,35213	4,689938	4,26364	4,357292	4,29929	4,777051	4,753102
GENE4968	4,706341	4,662166	4,744393	4,743521	4,281399	4,512518	4,748034	4,434713	4,921815	4,784197
GENE4969	3,813843	4,042814	4,144072	3,803245	3,955698	4,05744	3,909833	4,063176	3,908198	4,205152
GENE4970	3,800932	3,677903	3,520156	3,634636	3,364854	3,885531	3,588098	3,611909	3,684356	3,745743
GENE4971	7,006362	6,195087	4,875358	5,875377	4,822583	6,450269	6,944886	6,803969	6,853662	6,380426
GENE4972	4,578637	4,053948	4,48614	4,363033	4,456687	4,471697	4,35143	4,307401	4,669624	4,443876
GENE4973	3,520444	3,474475	3,489517	3,3917	3,451454	3,530273	3,396202	3,533057	3,601945	3,594261
GENE4974	4,273952	3,276161	3,819623	3,670266	3,463357	3,420234	3,688122	3,494601	3,646346	3,621166
GENE4975	4,081151	4,402657	4,354267	4,144585	4,452873	4,266504	4,13227	4,263187	4,616525	4,156944
GENE4976	3,200757	3,291578	3,337486	3,288766	3,248348	3,347259	3,541885	3,266298	3,291271	3,495503
GENE4977	3,717475	3,779585	3,649364	3,517892	3,256124	3,604008	3,383619	3,919325	3,665145	3,702661
GENE4978	3,971564	3,5795	4,011831	3,68485	3,666359	3,561159	3,732822	3,63893	4,007324	3,835648
GENE4979	4,3534	4,583561	4,467472	4,050882	4,221391	4,474262	4,227999	4,388692	4,199348	4,397988
GENE4980	8,661129	8,690872	9,82424	8,727301	8,658612	8,871323	8,596016	8,546482	8,82085	8,767028
GENE4981	3,130175	3,452402	3,090285	3,110821	3,270135	3,144704	3,179565	3,07999	3,253215	3,446326
GENE4982	6,787941	5,747395	7,662757	5,772342	6,17467	6,502959	7,122182	5,276318	6,886279	6,338712
GENE4983	3,023414	3,031098	3,118176	3,159593	2,844604	3,009003	3,011395	2,969359	3,009053	3,124029
GENE4984	4,746217	4,502681	4,482047	4,538328	4,016642	4,393359	4,513955	4,620993	4,590369	4,552082
GENE4985	3,896763	3,824398	3,901167	3,588559	3,868579	3,863793	3,728305	3,683256	4,108179	3,901167
GENE4986	5,217136	5,101538	4,98044	5,18898	5,177888	5,215617	5,022773	5,079894	4,955687	5,063525
GENE4987	4,942529	4,857256	5,018478	4,562321	4,921405	4,889411	4,844817	4,639428	4,971113	4,816493
GENE4988	2,966202	2,920924	3,13301	3,000439	3,035583	2,784626	2,883296	3,232094	3,016392	2,894758
GENE4989	4,879841	5,367054	5,238567	5,358811	5,35639	5,595496	5,386107	5,321033	5,2243	5,404534
GENE4990	3,350547	3,397717	3,292388	3,243368	2,902132	3,251019	3,53878	3,275968	3,564194	3,360467
GENE4991	3,185127	3,096364	3,054388	3,344901	2,95546	3,33993	3,097232	3,10256	2,897639	3,201391
GENE4992	4,559257	4,570675	4,294877	4,599911	4,359928	4,763965	4,579874	4,211775	4,543966	4,494135
GENE4993	5,610669	6,220235	5,701947	6,38363	6,210945	6,143272	6,03689	5,966679	5,947776	6,720769
GENE4994	6,616732	5,646257	6,218859	6,557722	5,650809	5,837402	6,134173	5,857029	6,278681	6,555776
GENE4995	4,90637	4,656252	4,257322	4,657115	4,455634	4,484971	4,607772	4,710824	4,469001	4,551904
GENE4996	7,434762	6,3208	7,987888	6,896173	7,196558	6,653859	6,918872	5,798867	7,728178	6,819586
GENE4997	5,792458	6,220282	6,022084	6,104198	6,34079	6,063725	6,063373	5,973861	6,073995	6,111027
GENE4998	4,295069	4,533576	4,410456	4,531861	4,856158	4,565429	4,680286	4,296818	4,164243	4,441327
GENE4999	3,88323	3,691944	3,787637	3,774669	3,483853	3,778614	3,692682	3,668688	3,906382	3,666355
GENE5000	4,754219	6,71242	4,941252	5,823064	8,502753	4,085303	6,024988	4,959783	9,063527	4,947003
GENE5001	3,244724	3,341289	3,279599	3,105497	3,328095	3,194336	3,324568	2,915587	3,268942	3,211604
GENE5002	4,18972	4,382523	4,398245	4,503113	4,546035	4,75369	4,892551	4,85495	4,394582	4,557549
GENE5003	4,435641	4,503441	4,497915	4,820445	4,53917	4,72717	4,417186	5,255847	4,543286	5,047487
GENE5004	4,458923	4,672989	3,826715	4,368438	4,355276	4,713179	4,176941	4,726578	4,079043	4,555064
GENE5005	5,097495	4,68078	5,053686	5,500644	4,829248	5,118904	5,169616	5,539545	5,270643	4,90077
GENE5006	4,295871	4,62666	4,306486	4,424268	4,261509	4,41636	4,412417	4,376156	4,56192	4,37351
GENE5007	6,115569	6,147359	6,168364	6,079759	6,313942	6,308623	6,15597	5,969918	6,146417	6,246034
GENE5008	11,415614	10,859363	10,684467	11,355369	10,051235	11,391416	10,998196	10,159933	10,46093	11,59184
GENE5009	4,311055	4,348795	4,042007	4,513974	4,27964	5,004638	4,461539	4,384266	4,339705	4,161405
GENE5010	5,531764	5,869036	4,913681	5,618277	6,168069	5,556833	5,410526	4,918753	5,728703	5,377931
GENE5011	4,72447	5,047331	5,326254	5,628664	5,679114	4,840065	5,516066	6,888503	5,809826	5,153269
GENE5012	10,929952	11,25762	10,972279	10,908094	10,82717	11,066526	10,948937	11,133467	10,714606	11,047507
GENE5013	4,645474	4,611014	4,852898	4,696677	4,570867	4,607208	4,631204	4,8158	4,666334	4,907287
GENE5014	4,002721	4,264812	4,193873	4,073868	4,174074	4,419014	4,200458	4,143566	4,162718	4,345386
GENE5015	5,362719	5,325897	5,880162	5,249003	5,159467	5,317704	5,252655	5,351533	5,509107	5,32452
GENE5016	4,602671	5,029965	4,641508	4,460876	4,488816	4,576523	5,265417	5,426919	4,581427	4,84155
GENE5017	4,02558	3,713902	3,95468	3,555127	3,878624	4,037617	3,910166	3,869168	3,88338	3,80366
GENE5018	3,299427	3,250788	3,183069	3,318892	3,197992	3,268862	3,294178	3,20324	3,398801	3,220023
GENE5019	8,964474	7,496394	8,864921	8,521912	9,134364	8,472077	8,468573	7,57682	9,504023	8,48734
GENE5020	5,674875	5,649472	5,895789	5,516159	5,181885	5,645691	5,47106	5,709339	5,719594	5,844035
GENE5021	5,552527	5,588932	5,32717	5,20813	5,253816	5,48916	5,32717	5,552562	5,639616	5,491849
GENE5022	3,831128	4,00745	4,009267	3,911809	3,78769	3,975958	3,771059	3,98531	3,901835	3,699635
GENE5023	4,366376	4,611404	4,392509	4,587865	4,570565	4,546879	4,511019	4,6383	4,437915	4,661742
GENE5024	8,953222	8,775075	8,839365	9,076668	8,321938	8,721646	8,902365	8,780902	9,043349	8,774725
GENE5025	4,549194	5,090255	4,411558	4,426707	4,92266	4,654719	4,72228	5,102837	4,558373	4,631173
GENE5026	4,724724	5,170164	5,107458	4,423622	6,13093	4,446941	4,635423	4,499342	5,902585	4,819846
GENE5027	11,842817	10,884901	12,14598	11,603875	11,62333	11,792541	11,653234	11,595702	12,471281	11,736185
GENE5028	3,543766	3,760822	3,593668	3,535637	3,635087	3,71554	3,790533	3,643273	3,477501	3,579231
GENE5029	6,301072	5,109001	4,927056	4,888296	6,127644	4,515019	5,438499	4,016879	4,943788	4,113009
GENE5030	5,561759	5,621609	5,627848	5,542208	5,546345	5,541207	5,417403	5,520795	5,500855	5,711491
GENE5031	4,153751	4,104596	4,168476	4,150991	3,777732	4,01269	4,165537	4,02733	4,035407	4,054305
GENE5032	4,268374	4,69091	4,330752	4,440976	4,533667	4,266113	4,382066	4,339157	4,452036	4,52601
GENE5033	5,76207	10,209277	6,779062	9,953271	9,871558	9,681137	8,843724	10,239625	9,720308	8,484524
GENE5034	9,244089	8,901286	9,132237	9,201217	8,876808	9,06357	9,15088	9,301467	9,542363	8,995202
GENE5035	3,782394	3,686249	3,684825	3,69672	3,631813	3,679814	3,745238	3,875707	3,601945	3,546751
GENE5036	4,972071	5,054647	4,832839	5,04918	5,098217	5,078465	5,182452	5,019206	4,965962	5,198935
GENE5037	6,837619	5,01515	7,080943	5,919972	5,78205	5,678642	6,190567	5,184775	6,386394	5,624524
GENE5038	5,251762	5,386632	5,37722	5,182458	6,060764	5,399641	5,359301	5,310222	5,611397	5,428893
GENE5039	3,475561	3,856096	3,750206	3,610955	3,512999	3,825699	3,663761	3,7438	3,701829	3,808206
GENE5040	2,876847	3,519005	3,05344	3,183774	3,044305	3,261787	3,355567	2,948237	3,232066	3,248409
GENE5041	3,901072	3,721923	3,734872	3,925999	3,893802	4,02166	4,170617	4,199194	4,046339	3,845479
GENE5042	3,08697	3,056183	3,083318	3,119235	2,997517	3,100744	2,933419	3,106812	3,024275	3,13638
GENE5043	3,160603	3,215784	3,034669	3,439482	3,133541	3,442813	3,300316	3,681473	3,373467	2,990678
GENE5044	11,322959	10,860494	11,581061	11,153311	11,195026	10,773245	11,325635	10,765607	11,765923	10,7749
GENE5045	6,049588	5,534984	5,996923	5,56607	5,490082	5,859749	5,972655	5,356186	5,883102	5,566237
GENE5046	4,796761	5,964469	5,197228	5,164079	5,532963	5,470078	4,97427	5,456554	5,02784	5,4989
GENE5047	3,824591	4,026091	4,061909	3,981225	3,855396	4,025366	4,202204	3,975234	3,936449	3,998027
GENE5048	5,016613	4,938547	4,91783	4,624036	4,828593	4,930296	4,828593	4,893845	5,141633	4,798116
GENE5049	5,035806	5,367037	5,305119	4,884531	4,973649	5,039534	5,139739	4,993358	5,073832	5,254877
GENE5050	5,090918	5,098143	5,696314	5,130078	5,101493	5,098423	5,561162	5,16971	5,447392	5,172524
GENE5051	2,789572	2,695259	2,840216	2,822303	3,136172	2,861115	2,746846	2,711367	2,967241	2,782845
GENE5052	4,144385	4,27492	4,22031	4,436419	4,063935	4,250106	4,231348	4,312783	4,212294	4,380998
GENE5053	5,249208	5,099833	5,087865	4,811286	4,566477	5,181617	4,844792	4,946714	5,070656	5,375504
GENE5054	3,897447	3,693292	3,70054	3,661952	3,959939	3,84713	3,894232	3,69992	3,573965	3,91692
GENE5055	11,760874	11,709144	11,862203	11,680294	11,72696	11,734167	11,587785	11,673436	11,890609	11,877864
GENE5056	4,210705	4,399875	4,159422	4,163016	4,230869	4,226256	4,150525	4,32304	4,314027	4,230869
GENE5057	5,726553	6,24454	5,717573	6,071471	5,709399	6,013331	5,7363	6,072014	5,809713	6,085604
GENE5058	3,064836	2,938955	2,943938	3,057245	2,980427	3,016673	3,141444	3,061972	3,098147	3,074611
GENE5059	8,405966	8,568731	8,915496	9,005299	8,160822	9,017653	8,393637	9,008286	8,481503	8,816669
GENE5060	3,25069	3,219042	3,247397	3,136564	3,292612	3,295239	2,97708	3,200035	3,25069	3,293613
GENE5061	8,311115	6,499682	7,469001	7,362767	6,287724	6,739917	7,249371	6,436048	5,712057	6,614415
GENE5062	4,681402	4,840241	5,885272	4,62303	4,864887	4,966028	4,902188	4,548785	5,040283	4,981254
GENE5063	9,449969	10,259317	9,898279	10,144694	9,877848	9,867607	10,012773	9,989078	9,780777	10,044172
GENE5064	2,946925	3,141944	2,982904	2,957377	2,931553	3,144771	3,009622	2,957006	3,124621	3,057546
GENE5065	6,76427	7,440652	6,743968	7,488199	5,542211	8,395238	6,981887	7,52184	5,92804	7,470305
GENE5066	7,081912	6,81944	7,67509	7,466142	6,564158	6,592775	7,136167	7,037732	7,752979	6,872777
GENE5067	11,026088	10,518828	10,882693	10,856306	10,66307	10,550935	10,794765	10,810327	11,450369	10,995875
GENE5068	5,403172	5,93874	5,477259	5,566099	5,729919	5,673719	5,693751	5,576209	5,502705	5,695201
GENE5069	4,880661	4,731114	4,753266	4,596577	4,880177	4,908158	4,693926	4,761662	4,893655	4,895602
GENE5070	5,356819	5,619674	5,325082	5,714379	5,565463	5,659927	5,57799	5,581893	5,352988	5,702934
GENE5071	5,172238	5,212037	4,905554	5,116927	5,462766	5,39303	5,267252	5,146565	4,953833	5,382087
GENE5072	5,941088	5,695192	5,558184	5,911581	5,654708	5,887827	5,715583	5,941618	5,620595	5,798754
GENE5073	3,76522	3,87414	3,966214	3,696419	4,536835	3,766091	3,576282	3,498359	3,33631	3,753203
GENE5074	8,789464	9,201868	9,154185	9,30603	9,887124	9,06933	8,912169	9,15371	9,329444	9,438231
GENE5075	3,84271	3,926073	3,992264	3,769868	3,797655	3,792869	3,942272	4,066188	3,965723	3,971224
GENE5076	4,106066	4,34981	4,634233	4,229619	4,707376	4,419229	4,533316	3,957176	4,351851	4,407352
GENE5077	5,394153	5,374811	5,446976	5,251089	5,290396	5,370807	5,272045	5,385613	5,356598	5,573699
GENE5078	9,435103	9,664706	9,231612	10,086582	8,906073	10,296066	9,326346	10,35153	9,460862	9,919885
GENE5079	4,371955	5,823959	4,411558	5,397659	4,490951	5,290144	5,359244	6,098497	4,556326	5,040685
GENE5080	4,681927	4,310853	4,611368	4,112715	3,845717	4,07823	4,197499	3,477749	4,681927	3,773919
GENE5081	3,472322	3,574	3,511564	3,51218	3,743673	3,650529	3,465072	3,253876	3,430223	3,75063
GENE5082	6,285312	6,922425	7,056963	7,120429	6,279209	7,008969	6,625288	7,478627	6,661651	7,091485
GENE5083	3,819358	3,584891	3,610794	3,708053	3,758602	3,907192	3,620882	3,671916	3,482495	3,78646
GENE5084	7,710116	7,83944	9,015646	7,962005	7,698354	10,590987	8,280485	8,509824	7,789312	8,547452
GENE5085	7,059524	7,149044	7,369929	7,007781	6,784856	7,169745	7,096319	7,116076	7,342132	7,131276
GENE5086	3,86276	4,188332	4,061698	3,7216	4,062708	4,15224	4,148125	4,068537	4,188271	4,209946
GENE5087	4,044863	4,141905	4,313557	4,144451	4,19798	4,125407	4,419569	4,252367	4,441039	4,623992
GENE5088	4,010022	3,982479	4,010622	3,835054	3,905345	3,959629	4,16983	4,063176	3,910316	3,981943
GENE5089	3,108678	3,073714	3,012199	2,87994	3,052612	3,174237	3,132365	3,053878	3,049153	2,99996
GENE5090	4,456317	4,171722	4,600291	4,375796	4,392032	4,28396	4,364252	4,640126	4,61582	4,310932
GENE5091	5,697261	5,394526	5,522631	5,45085	5,69846	5,519205	5,47303	5,169921	5,541961	5,565921
GENE5092	4,875629	4,487229	4,72168	4,588878	5,149883	4,856331	4,857452	4,700454	4,460876	4,904038
GENE5093	4,723986	4,71584	4,677991	4,799287	4,670815	4,589856	4,615141	4,975771	4,873387	4,731737
GENE5094	5,192937	5,188883	5,262462	5,185758	5,191698	5,196952	5,189596	5,226376	5,076697	5,197848
GENE5095	5,544997	5,711727	5,701206	5,707173	5,749803	5,832881	5,658778	5,819252	5,485257	5,899109
GENE5096	3,185671	2,99793	3,00803	3,09544	3,040892	3,267093	3,045012	3,304968	3,094473	3,019504
GENE5097	3,569525	3,439774	3,511844	3,542013	3,510313	3,42595	3,510313	3,318209	3,515856	3,553607
GENE5098	5,546227	4,947546	5,844247	5,058817	4,487105	5,266747	4,982969	5,212336	5,736316	4,893603
GENE5099	10,155326	10,466652	9,967812	10,092136	10,106743	10,035395	10,169055	10,345017	10,237185	10,206647
GENE5100	5,450187	5,39531	5,636319	5,410438	5,856601	5,570328	5,640791	5,515648	5,462507	5,561797
GENE5101	3,047765	3,179917	3,036909	2,992527	3,093458	3,342819	3,146439	3,135297	3,179917	3,186359
GENE5102	4,90246	4,964515	4,968541	5,123644	5,363194	5,162682	4,992927	5,137041	4,954626	5,399785
GENE5103	4,712983	5,018478	4,788698	4,687874	4,749416	4,81203	4,616853	4,595907	4,543728	4,744268
GENE5104	4,422754	4,580996	6,056831	4,438331	4,737408	4,572297	4,430913	4,879146	4,508824	4,456804
GENE5105	3,76678	3,396923	3,942082	3,663632	3,540665	3,500378	3,387023	3,426511	3,607781	3,44091
GENE5106	5,319304	5,626984	5,33684	6,401431	5,786651	5,966679	5,523034	6,196897	5,656635	6,427445
GENE5107	9,422931	9,318066	11,549326	9,427182	9,45067	9,46421	9,203722	10,093766	8,664531	9,601759
GENE5108	5,759926	8,147487	5,876326	6,965168	7,084039	7,438191	6,77152	7,534462	5,609964	6,669582
GENE5109	3,088732	2,997313	3,085461	2,984927	3,080172	3,043187	3,11971	3,102216	3,093378	3,011628
GENE5110	4,229623	4,313771	4,332546	4,454028	4,294968	4,280029	4,198313	4,302624	4,353202	4,260401
GENE5111	9,28952	9,45372	9,246592	9,180306	8,938817	9,2378	9,005465	9,329905	8,966791	9,218048
GENE5112	4,810861	4,490748	4,427512	4,634189	4,137987	4,774838	4,58975	4,772311	4,475277	4,500468
GENE5113	3,745496	3,873333	4,370501	3,934035	4,132125	3,913409	4,075075	3,821832	4,017289	3,977183
GENE5114	5,235548	4,380329	4,774797	4,753837	4,842993	4,742942	4,5576	4,557326	5,052137	4,945254
GENE5115	5,282142	5,559464	5,265068	5,708402	5,586658	5,575728	5,265959	5,342578	5,535835	6,059203
GENE5116	4,455651	4,441637	4,281896	4,169402	4,290426	4,390394	4,3202	3,913751	4,403501	4,465192
GENE5117	3,319601	2,947355	3,510752	3,642187	3,372694	2,985401	3,325624	3,454967	3,330448	3,36233
GENE5118	3,284426	3,29798	3,081115	2,875326	3,018071	2,974038	3,080785	2,989981	3,013557	3,193529
GENE5119	9,313256	9,865362	10,961838	10,272326	10,422623	10,184978	10,392568	10,115835	11,102842	10,0818
GENE5120	6,927045	6,810446	6,940154	7,199385	7,285174	6,903963	6,705113	6,780894	7,359639	7,11956
GENE5121	4,032443	3,594434	3,603438	3,453272	3,515893	3,672904	3,57534	3,471661	3,581336	3,562589
GENE5122	5,371329	5,082858	4,928775	4,908502	5,362987	4,916763	4,921842	4,543372	4,960262	4,989675
GENE5123	4,033077	4,098142	4,507891	4,372655	4,319367	4,717276	4,429003	4,402059	5,237026	4,622504
GENE5124	6,230887	5,873997	5,986197	6,38324	6,139244	6,4012	6,251618	6,153954	6,698579	6,366818
GENE5125	5,903036	5,784733	5,755271	5,302689	5,696314	5,748116	5,626138	5,737765	5,515192	5,740498
GENE5126	7,805705	7,983947	8,073728	7,933109	8,009923	8,232926	7,997858	8,060491	7,950656	8,047442
GENE5127	3,888146	4,05023	4,219097	4,149808	3,998794	4,004239	4,035659	3,75297	3,864403	3,972603
GENE5128	7,722665	7,888204	8,002725	8,204252	7,659595	8,183112	7,600194	8,00864	7,973826	7,929184
GENE5129	4,221378	4,266113	4,310853	4,158295	4,250041	4,280335	4,174791	4,1747	4,048109	4,235186
GENE5130	3,678497	4,04959	4,068431	3,663887	4,080187	4,27151	4,101837	3,709452	3,924504	3,960897
GENE5131	8,823738	8,693232	8,607801	8,666595	8,250257	8,574844	8,638571	8,709308	9,00601	8,614311
GENE5132	3,433704	3,228226	3,926008	3,460938	3,485329	3,666463	3,313167	3,434878	3,421761	3,493532
GENE5133	4,974956	5,683502	5,661022	5,520386	5,811978	5,346051	5,330338	5,480048	6,234843	6,638619
GENE5134	10,733142	12,712938	10,921848	11,208116	11,905132	9,979264	12,765429	10,380755	12,852035	12,501244
GENE5135	3,641525	3,483267	3,717783	3,671999	3,638644	3,669883	3,573738	3,756342	3,756342	3,645685
GENE5136	2,772061	2,786325	2,786325	2,843527	2,820371	2,825748	3,026755	2,838114	2,67516	2,746727
GENE5137	7,809561	7,519692	7,780023	7,433024	7,060756	7,49726	7,666302	7,655137	7,728771	7,870165
GENE5138	3,973125	4,899874	4,082621	4,350724	4,153587	4,552989	4,270345	4,684829	4,396646	4,308769
GENE5139	3,535503	3,866856	3,690173	3,87298	3,571523	3,649742	3,767112	3,539783	3,55692	3,855473
GENE5140	5,867884	6,809402	5,938384	7,179419	6,685694	6,118286	6,223248	5,970393	7,2646	6,271901
GENE5141	4,024219	4,440016	4,423997	4,186854	4,671942	4,485564	4,359109	4,460876	4,921717	4,391141
GENE5142	4,164473	4,303262	4,021315	4,189497	4,380032	4,255094	4,299233	4,222761	4,407335	4,215237
GENE5143	4,887766	4,172374	6,387801	5,669811	5,482892	5,508859	5,181509	4,679572	5,108283	5,43676
GENE5144	3,284709	3,32905	3,183376	3,492062	3,375055	3,273096	3,352276	3,521949	3,463093	3,41413
GENE5145	6,361907	7,019183	6,191773	6,587027	6,465048	6,645203	6,653698	7,458832	6,262844	6,57709
GENE5146	5,037769	4,930854	4,748106	4,713333	4,80415	4,815918	4,97178	4,789708	4,831197	4,920197
GENE5147	5,84826	5,920881	6,614943	6,261	5,420381	5,858896	6,468216	5,353027	6,408148	6,597493
GENE5148	3,591117	3,415	3,5245	3,341742	3,482962	3,704116	3,472245	3,471198	3,730311	3,627792
GENE5149	3,93303	3,940986	3,847464	3,930378	3,635829	3,95827	3,947381	4,017067	3,842498	3,88634
GENE5150	8,608068	9,591507	8,936888	9,068667	8,709894	8,307599	8,336254	9,158359	8,693471	8,881506
GENE5151	3,86576	3,39732	3,409649	3,724109	3,990064	3,531708	3,383619	3,564652	3,327384	3,498729
GENE5152	4,28208	3,737487	3,728909	3,534327	4,796187	3,506675	3,835289	3,320653	3,601945	3,627099
GENE5153	10,767006	10,568719	10,725655	10,454123	10,624805	10,788221	11,00479	10,548322	10,640101	10,476103
GENE5154	3,319601	3,093509	2,945845	2,953866	3,375689	2,960063	3,091098	2,953926	3,057158	2,962379
GENE5155	8,345805	10,743697	8,067713	10,189686	9,429211	9,993276	9,732027	11,153202	8,449518	9,93961
GENE5156	5,823814	4,676646	5,286918	5,247575	5,731813	5,250344	5,240662	4,868422	5,477385	4,946958
GENE5157	6,782268	6,737778	6,885584	6,770002	6,317244	6,849289	6,901319	6,887148	6,691438	6,763929
GENE5158	4,166406	4,495404	4,241174	4,426698	4,341769	4,280637	4,273701	4,958353	4,276872	4,303244
GENE5159	4,972348	3,330613	4,723113	3,379638	4,176261	3,314612	3,358563	3,700965	3,307459	3,460488
GENE5160	3,496029	3,574311	3,614955	3,596429	3,608513	3,36564	3,515809	3,821237	3,487385	3,523237
